PR URL,PR Title,PR createdAt,PR mergedAt,stars,fork,language
https://github.com/Goifal/mindhome/pull/653,Add /api/chat/stream SSE endpoint to assistant + addon URL discovery,2026-03-28T17:14:15Z,2026-03-28T17:14:21Z,0,False,Python
https://github.com/mikaelra/wom-mid/pull/57,Redesign chat as small speech bubble button in lobby,2026-03-30T11:07:50Z,2026-03-30T11:21:37Z,0,False,TypeScript
https://github.com/karltor/MunkenTipset/pull/51,"Mobile chat: two-line message layout, full-height chat area",2026-03-28T19:21:04Z,2026-03-28T19:21:12Z,0,False,JavaScript
https://github.com/gunterstruck/ORDO/pull/86,feat: Add contextual AI companion (floating assistant modal),2026-03-29T08:32:08Z,2026-03-29T09:48:15Z,0,False,JavaScript
https://github.com/NextMonthLab/icemaker/pull/2015,Add WORKSHOP BLUEPRINT detection log and chat hint,2026-03-27T11:03:48Z,2026-03-27T11:03:59Z,0,False,TypeScript
https://github.com/TherranT11/nationhood/pull/1360,Show amber badge with total message count on chat bubble,2026-03-29T13:35:41Z,2026-03-29T13:35:46Z,0,False,HTML
https://github.com/rbatsenko/beta-rocks/pull/35,feat: remove AI chat feature from web app,2026-03-28T08:33:50Z,2026-03-28T11:48:11Z,0,False,TypeScript
https://github.com/JKern100/CareerDev/pull/86,"Add AI Career Coach feature with chat, goals, and career context",2026-03-29T11:41:58Z,2026-03-29T11:42:04Z,0,False,TypeScript
https://github.com/Goifal/mindhome/pull/687,Allow api/chat/ prefix in proxy paths for direct-mode compatibility,2026-03-29T17:45:54Z,2026-03-29T17:46:00Z,0,False,Python
https://github.com/scwayman1/event-intelligence-hub/pull/36,fix: auto-scroll Franck chat to bottom on messages and open,2026-03-29T06:18:01Z,2026-03-29T06:18:32Z,0,False,TypeScript
https://github.com/cabgcu/vendoradmin/pull/78,Switch to google/gemma-3-27b-it:free model for OpenRouter text tasks,2026-03-28T22:56:24Z,2026-03-28T22:56:29Z,0,False,HTML
https://github.com/tune-77/tune_lease_55/pull/14,docs: 計画書に P8 Gemini SDK 移行を追加,2026-03-29T05:20:13Z,2026-03-29T05:20:21Z,0,False,Python
https://github.com/VilDeMil/handschelle/pull/136,feat: add Ollama chat widget (v15.0),2026-03-26T03:49:16Z,2026-03-26T03:49:23Z,0,False,PHP
https://github.com/VilDeMil/handschelle/pull/138,revert: remove Ollama chat widget (reverts v15.0 changes),2026-03-26T04:56:04Z,2026-03-26T04:56:12Z,0,False,PHP
https://github.com/Keksiczek/ai-home-hub/pull/86,fix: update tests for async chat endpoint and api_path parameter,2026-03-26T11:29:55Z,2026-03-26T11:30:25Z,0,False,Python
https://github.com/TomasBalestrin/Bethel-CS/pull/19,fix: Stream event handler type in chat page,2026-03-25T16:55:12Z,2026-03-25T16:56:43Z,0,False,TypeScript
https://github.com/karltor/MunkenTipset/pull/49,"Mobile chat: move match cards below chat, fullscreen chat, bump font 10%",2026-03-28T19:04:55Z,2026-03-28T19:05:06Z,0,False,JavaScript
https://github.com/las-swermers/LAS-Link-Board/pull/98,"Add /category slash commands to bot, transport Chat only on day-of",2026-03-30T08:55:02Z,2026-03-30T08:55:08Z,0,False,HTML
https://github.com/riverwest-mike/riverwest-toolbox/pull/384,Add Haiku/Sonnet model toggle and usage tips to chat refinement,2026-03-29T14:37:02Z,2026-03-29T14:37:08Z,0,False,TypeScript
https://github.com/bercly0b/rtg/pull/89,feat: show status bar notification on manual chat list refresh (R key),2026-03-25T15:43:38Z,2026-03-26T05:09:39Z,0,False,Rust
https://github.com/abnasim/TekAutomate/pull/25,OpenAI Responses API + Anthropic tools + prompt defaults,2026-03-29T07:49:57Z,2026-03-29T07:50:13Z,0,False,TypeScript
https://github.com/dadashhh/dadash-crm/pull/1051,Refactor chat ID extraction in message conversation key,2026-03-29T21:58:58Z,2026-03-29T21:59:03Z,0,False,HTML
https://github.com/AlfanumrikOS/Alfanumrik/pull/199,Add voice button to Foxy chat page,2026-03-29T05:54:21Z,2026-03-29T05:54:59Z,1,False,TypeScript
https://github.com/DoperDodge/Master-Key/pull/9,"Add messaging, reporting, post sharing, and mobile fixes",2026-03-27T16:36:27Z,2026-03-27T16:36:34Z,1,False,JavaScript
https://github.com/hanyuriyu/lingonect/pull/51,"Update chat UI: brighter selected user, visible language, new title f…",2026-03-24T21:41:39Z,2026-03-24T21:41:47Z,0,False,HTML
https://github.com/dncdante911/messenger_v2/pull/399,"Business chat: branding indicator, correct avatar, profile view from …",2026-03-28T08:54:14Z,2026-03-28T08:54:19Z,0,False,Kotlin
https://github.com/mwasambilijaphet-glitch/Laundry-Connect--frontend/pull/37,Add messaging to owner dashboard,2026-03-29T08:58:50Z,2026-03-29T08:58:56Z,0,False,JavaScript
https://github.com/Brian2169fdsa/friday/pull/22,feat: replace FRIDAY tab with cockpit chat interface,2026-03-28T21:26:28Z,2026-03-28T21:46:43Z,0,False,HTML
https://github.com/takeshy/obsidian-llm-hub/pull/18,feat: add Search tab for semantic search with result selection,2026-03-29T09:02:40Z,2026-03-29T14:26:15Z,1,False,TypeScript
https://github.com/gunterstruck/ORDO/pull/87,feat: Voice-first UI – remove all text input fields,2026-03-29T10:01:28Z,2026-03-29T10:01:34Z,0,False,JavaScript
https://github.com/Nomarcus/svensk-laxhjalp/pull/19,"Move contact form to own page, fix dark mode on chat input, update pl…",2026-03-27T02:00:49Z,2026-03-27T02:02:31Z,0,False,TypeScript
https://github.com/vitorpamplona/amethyst/pull/2018,Implement NIP-C7 chat messages (kind 9),2026-03-30T00:30:27Z,2026-03-30T01:24:59Z,1493,False,Kotlin
https://github.com/gracebotly/checkhire-app/pull/13,"feat(slice-4): add chat pages, interview scheduling UI, disclosure co…",2026-03-28T20:19:12Z,2026-03-28T20:59:47Z,0,False,TypeScript
https://github.com/gityoni/rebsam.github.io/pull/187,fix(ui): fond chat neutre + gradient header bleu→violet→corail,2026-03-24T20:27:38Z,2026-03-24T20:27:54Z,0,False,HTML
https://github.com/outis1one/silent-send/pull/54,"fix: narrow isInNonChatArea to stop blocking chat reveal, bump 0.9.17",2026-03-29T17:50:34Z,2026-03-29T17:50:39Z,0,False,JavaScript
https://github.com/gunterstruck/ORDO/pull/83,fix: Retry mit Backoff + Modell-Fallback für robusteren Chat-Dienst,2026-03-28T18:10:14Z,2026-03-28T18:10:20Z,0,False,JavaScript
https://github.com/loki217089-jpg/capyworlds/pull/96,fix: auto-create chat_rooms tables on first /chat/join call,2026-03-24T00:40:40Z,2026-03-24T00:48:24Z,0,False,HTML
https://github.com/kpcrmv4/stockmanager/pull/5,fix: resolve chat RLS infinite recursion causing 500 error,2026-03-24T18:15:51Z,2026-03-24T18:15:59Z,1,False,TypeScript
https://github.com/wwwourstudio/leverage-ai-chat/pull/357,"UI/UX polish: copy animation, toasts, jump-to-bottom, date separators…",2026-03-28T03:24:39Z,2026-03-28T03:24:46Z,1,False,TypeScript
https://github.com/spichen/specrun/pull/4,Add interactive chat mode with --chat flag,2026-03-28T09:07:12Z,2026-03-28T09:08:36Z,0,False,TypeScript
https://github.com/andrrrrey/Tenot/pull/77,"fix: align content left, fix mobile chat input, single-line textarea",2026-03-27T07:50:23Z,2026-03-27T07:50:30Z,0,True,TypeScript
https://github.com/rixdennis9-create/Taschenrechner-1/pull/16,"Full-page starry bg, fix chat height, Android back button",2026-03-27T15:06:20Z,2026-03-27T15:06:28Z,0,False,HTML
https://github.com/sharonlombardo/Fdv-concierge/pull/7,Fix curate rotation + add concierge chat navigation,2026-03-26T21:29:24Z,2026-03-26T21:29:30Z,1,False,TypeScript
https://github.com/arjanjin/ThaiLLM/pull/1,Add ThaiLLM Pathumma API client and Web UI,2026-03-29T19:42:39Z,2026-03-29T19:44:44Z,0,False,HTML
https://github.com/FolahanWilliams/decision-intel/pull/315,"Fix TypeScript errors in journal route, billing, chat sessions, deals…",2026-03-28T16:27:23Z,2026-03-28T16:27:30Z,1,False,TypeScript
https://github.com/scwayman1/event-intelligence-hub/pull/25,Franck: real-time auto-seating + persistent chat memory,2026-03-28T19:16:24Z,2026-03-28T19:16:37Z,0,False,TypeScript
https://github.com/loki217089-jpg/capyworlds/pull/90,Add 1-on-1 scenario chat room,2026-03-23T11:06:24Z,2026-03-23T11:07:02Z,0,False,HTML
https://github.com/matthewyonan/agent-clerk-plugin/pull/13,Fix step-3 chat: update jQuery selectors to match ac-prefixed HTML IDs,2026-03-25T15:26:59Z,2026-03-25T15:27:26Z,0,False,PHP
https://github.com/wanghwplus/LootG/pull/1,Strip taint from secure strings in chat event handlers,2026-03-28T14:00:33Z,2026-03-28T14:34:40Z,0,False,Lua
https://github.com/Carrerajorge/Hola/pull/493,fix(chat): route aiState resets to correct conversation via conversationId,2026-03-28T21:43:58Z,2026-03-28T21:44:03Z,1,False,TypeScript
https://github.com/landonray/Command-center/pull/19,Fix mobile navigation to show context-appropriate tabs,2026-03-30T06:26:32Z,2026-03-30T06:26:45Z,0,False,JavaScript
https://github.com/TheGainsLab/wodwisdom/pull/268,Add Try it Free CTA and real examples heading to AI Coaching page,2026-03-28T16:28:55Z,2026-03-28T16:30:11Z,0,False,TypeScript
https://github.com/imjosephheras/sales/pull/425,perf: optimize image loading speed in chat and file serving,2026-03-27T15:04:17Z,2026-03-27T15:04:23Z,0,False,PHP
https://github.com/abnasim/TekAutomate/pull/32,Balance chat verbosity — informative but focused,2026-03-29T08:49:02Z,2026-03-29T08:49:11Z,0,False,TypeScript
https://github.com/Msliz00/igaming-master-flow/pull/2,"feat: dashboard central — 4 painéis, Claude API, Supabase live",2026-03-23T19:27:26Z,2026-03-23T19:27:58Z,0,False,
https://github.com/FolahanWilliams/decision-intel/pull/306,feat: add Founder AI chat widget with dedicated endpoint,2026-03-28T14:00:07Z,2026-03-28T14:00:14Z,1,False,TypeScript
https://github.com/Stratimaagency/scalyo/pull/55,fix: use DeepSeek v1 API URL + show real error messages in chat,2026-03-26T02:01:50Z,2026-03-26T02:01:58Z,0,False,HTML
https://github.com/CAPFlyingFun/StormTracker/pull/3,"Fix translation failures: wire AI language/settings, expand auto-translate coverage",2026-03-29T17:41:38Z,2026-03-29T23:56:57Z,1,False,TypeScript
https://github.com/kpcrmv4/KPPromptCreator/pull/35,"Add ""ปรึกษา AI เพิ่มเติม"" chat for GAS Wizard analysis",2026-03-28T07:21:34Z,2026-03-28T07:21:42Z,0,False,JavaScript
https://github.com/crisippolite/Bucks-AI/pull/192,feat: replace old LayoutShell+WidgetGrid with WorkspaceShell,2026-03-28T16:09:11Z,2026-03-28T16:09:23Z,0,False,TypeScript
https://github.com/cmaldonado80/ultimatebrain/pull/106,feat: Backend Truth Layer — Run/Step IDs + Stream Protocol V2,2026-03-29T02:12:19Z,2026-03-29T02:12:20Z,0,False,TypeScript
https://github.com/soheib77130/ServikoV2/pull/6,"Refonte complète des dashboards: matching temps réel, chat, paiement, notation",2026-03-28T13:57:06Z,2026-03-28T13:57:13Z,0,False,HTML
https://github.com/kpcrmv4/stockmanager/pull/9,feat: add push notifications for chat messages when screen is closed,2026-03-24T20:21:51Z,2026-03-24T20:22:01Z,1,False,TypeScript
https://github.com/imjosephheras/sales/pull/423,fix: resolve chat employee list not loading due to wrong API base path,2026-03-26T21:14:47Z,2026-03-26T21:14:54Z,0,False,PHP
https://github.com/cbuckley-code/Cosi/pull/2,fix: resolve session type mismatch causing DELETE not to clear chat sessions,2026-03-29T07:58:01Z,2026-03-29T07:59:36Z,0,False,JavaScript
https://github.com/Genie268/on-it-with-genie/pull/1,Fix missing closing div tag in chat container section,2026-03-30T09:12:13Z,2026-03-30T09:13:57Z,0,False,HTML
https://github.com/dncdante911/messenger_v2/pull/403,Add Business tab to ChatsScreenModern for business owner inbox,2026-03-28T10:07:09Z,2026-03-28T10:07:16Z,0,False,Kotlin
https://github.com/tseggai/balkinaAI/pull/202,feat: split marketing into tenant landing + customer app page,2026-03-28T17:10:49Z,2026-03-28T17:10:57Z,0,False,TypeScript
https://github.com/crisippolite/Bucks-AI/pull/125,feat: split Model Chat and Court Lab into separate pages,2026-03-22T18:59:48Z,2026-03-22T18:59:56Z,0,False,TypeScript
https://github.com/salvormallow/finlens/pull/1,Add advisor memory system for persistent client knowledge,2026-03-28T22:30:58Z,2026-03-28T22:34:57Z,0,False,TypeScript
https://github.com/GaryLuton/fluffy-octo-funicular-fe/pull/23,Turn FloveeHub into Roblox-style game platform with 9 experiences,2026-03-29T14:06:44Z,2026-03-29T14:06:52Z,0,False,HTML
https://github.com/cmaldonado80/ultimatebrain/pull/53,fix: wire sourceAgentId through ChatSessionManager to frontend,2026-03-27T16:42:16Z,2026-03-27T16:43:48Z,0,False,TypeScript
https://github.com/K3E9X/All-Hack/pull/48,"fix: Chat, Scan persistence, Exploit Assistant, multi-provider support",2026-03-28T13:58:00Z,2026-03-28T13:58:08Z,1,False,Python
https://github.com/abnasim/TekAutomate/pull/31,"Tighten chat rules — short responses, no walls of text",2026-03-29T08:47:29Z,2026-03-29T08:47:44Z,0,False,TypeScript
https://github.com/Goifal/mindhome/pull/658,Fix Chat Card: create Ingress session server-side in integration,2026-03-28T18:03:07Z,2026-03-28T18:03:22Z,0,False,Python
https://github.com/charleslow/code-stories/pull/18,Fix mobile chat panel only filling half the screen,2026-03-23T03:50:50Z,2026-03-23T03:51:02Z,0,False,JavaScript
https://github.com/wwwourstudio/leverage-ai-chat/pull/361,Replace green/emerald/teal palette with blue/violet throughout chat UI,2026-03-28T18:38:36Z,2026-03-28T18:38:41Z,1,False,TypeScript
https://github.com/RequityGit/requity/pull/1045,Update Retell AI widget public key,2026-03-29T15:34:41Z,2026-03-29T15:34:49Z,0,False,TypeScript
https://github.com/dncdante911/messenger_v2/pull/401,fix: business/personal chat thread routing and Signal ratchet protection,2026-03-28T09:49:09Z,2026-03-28T09:49:18Z,0,False,Kotlin
https://github.com/AlfanumrikOS/Alfanumrik/pull/132,Remove stale voice references from help FAQ and welcome page,2026-03-26T13:13:05Z,2026-03-26T13:13:16Z,1,False,TypeScript
https://github.com/felipedelafuente1/partsflow-landing-v4/pull/11,feat: connect contact form to Supabase CRM + Google Chat notification,2026-03-28T22:50:47Z,2026-03-28T22:50:53Z,0,False,TypeScript
https://github.com/riverwest-mike/riverwest-toolbox/pull/382,"Add cost tracking, delete, duplicate check, and dashboard tables",2026-03-29T13:48:57Z,2026-03-29T13:49:04Z,0,False,TypeScript
https://github.com/roziyevbehroz-tech/Multilevel/pull/23,feat: add streaming for real-time feedback display,2026-03-27T12:49:13Z,2026-03-27T12:49:23Z,0,False,TypeScript
https://github.com/charleslow/code-stories/pull/26,Fix chat panel positioning in desktop mode,2026-03-25T06:21:34Z,2026-03-25T06:34:33Z,0,False,JavaScript
https://github.com/RequityGit/requity/pull/955,Update Requity chat logo image,2026-03-26T17:42:24Z,2026-03-26T17:44:35Z,0,False,TypeScript
https://github.com/VilDeMil/handschelle/pull/145,feat: add KI-Analyse link to each straftat search bar,2026-03-26T06:03:53Z,2026-03-26T06:04:02Z,0,False,PHP
https://github.com/RequityGit/requity/pull/966,Update Retell chat widget branding and add welcome message,2026-03-27T15:06:37Z,2026-03-27T15:06:49Z,0,False,TypeScript
https://github.com/Aasum-coder/primeverse-access/pull/129,feat: add Telegram bot webhook for SYSTM8NotifyBot,2026-03-26T13:01:19Z,2026-03-26T13:14:28Z,0,False,TypeScript
https://github.com/Unchainedmindprompts/Luxe-New-Website-/pull/81,Remove AI chat feature and @anthropic-ai/sdk dependency,2026-03-29T21:02:32Z,2026-03-29T21:02:39Z,0,False,TypeScript
https://github.com/leboff/lisztomania/pull/51,Introduce repository/data-access layer to abstract Supabase queries (closes #35),2026-03-28T01:26:25Z,2026-03-28T01:27:10Z,0,False,TypeScript
https://github.com/samaig-araviel/araviel-web/pull/218,feat: normalize tone options and sync between settings and chat dropdown,2026-03-23T21:42:57Z,2026-03-23T21:43:07Z,0,False,JavaScript
https://github.com/doggychip/AlphaArena/pull/42,Add all missing tables to migrate.ts auto-creation,2026-03-25T14:24:37Z,2026-03-25T14:24:46Z,0,False,TypeScript
https://github.com/benkbh03/CykelBoersen/pull/56,Flyt AI chat-knap til nederste højre hjørne,2026-03-23T22:00:36Z,2026-03-23T22:00:47Z,0,False,JavaScript
https://github.com/RequityGit/requity/pull/977,Update Retell AI agent ID for chat widget,2026-03-27T23:30:07Z,2026-03-27T23:30:13Z,0,False,TypeScript
https://github.com/dncdante911/messenger_v2/pull/402,"fix: avatar upload field name, auto-reply routing, and stats tracking",2026-03-28T10:00:24Z,2026-03-28T10:00:30Z,0,False,Kotlin
https://github.com/VilDeMil/handschelle/pull/137,fix: route Ollama requests through PHP proxy to avoid CORS errors,2026-03-26T03:59:48Z,2026-03-26T03:59:56Z,0,False,PHP
https://github.com/karltor/MunkenTipset/pull/53,"Chat: compact 2x2 match grid with click-to-expand popups, sticky inpu…",2026-03-28T19:45:59Z,2026-03-28T19:47:39Z,0,False,JavaScript
https://github.com/badpad93/Lead-generator/pull/77,Update How It Works step to reflect lead purchase model,2026-03-28T23:56:38Z,2026-03-28T23:56:48Z,0,False,TypeScript
https://github.com/dncdante911/messenger_v2/pull/400,feat: full business/personal chat thread separation,2026-03-28T09:25:23Z,2026-03-28T09:25:29Z,0,False,Kotlin
https://github.com/TomasBalestrin/Bethel-CS/pull/40,fix: always use first connected WPP instance (not filtered by special…,2026-03-26T19:36:38Z,2026-03-26T19:36:47Z,0,False,TypeScript
https://github.com/andrrrrey/vozvrat/pull/26,"Fix chat to show only public messages, not staff-only comments",2026-03-28T16:08:51Z,2026-03-28T16:09:00Z,0,False,HTML
https://github.com/chazbrodie/evincarr-resume-site/pull/4,"Update resume: remove education expected date, update chat prompt",2026-03-29T01:44:59Z,2026-03-29T01:45:04Z,0,False,HTML
https://github.com/octopusreview/octopus/pull/70,feat: add Chat button to repository detail page,2026-03-26T20:24:13Z,2026-03-26T20:48:41Z,13,False,TypeScript
https://github.com/samoore1010/Concilium/pull/13,Fix TTS voice routing and enforce click-to-reveal for audience messages,2026-03-30T00:25:06Z,2026-03-30T00:25:14Z,0,False,TypeScript
https://github.com/Aasum-coder/primeverse-access/pull/135,feat: send Telegram notification to IB when lead submits UID,2026-03-27T01:44:05Z,2026-03-27T01:44:12Z,0,False,TypeScript
https://github.com/abnasim/TekAutomate/pull/23,Let AI handle 'build it' — keep conversation context,2026-03-29T07:19:04Z,2026-03-29T07:19:13Z,0,False,TypeScript
https://github.com/StawWasTaken/Swiftaw/pull/53,Implement comprehensive chat management and tools features for Tithonia,2026-03-26T21:54:51Z,2026-03-26T21:55:02Z,0,False,JavaScript
https://github.com/imjosephheras/sales/pull/418,Add internal employee chat module,2026-03-26T20:08:03Z,2026-03-26T20:08:09Z,0,False,PHP
https://github.com/choiceoh/Deneb/pull/307,gateway-go: wire Telegram → chat handler for end-to-end replies,2026-03-25T15:21:19Z,2026-03-25T15:21:55Z,1,False,Go
https://github.com/Schrottsocke/Projekt-Personal-Assistent/pull/53,fix(api): Rate-Limiting für REST API (#16),2026-03-27T20:45:22Z,2026-03-27T20:45:36Z,0,False,Python
https://github.com/rixdennis9-create/Taschenrechner-1/pull/25,feat: Offline-KI integriert – kein API-Key nötig + Online/Offline Ums…,2026-03-28T02:30:25Z,2026-03-28T02:30:33Z,0,False,HTML
https://github.com/takeshy/obsidian-gemini-helper/pull/78,feat: migrate chat to Gemini Interactions API with server-side conversation state,2026-03-27T22:01:40Z,2026-03-27T22:59:41Z,78,False,TypeScript
https://github.com/FolahanWilliams/decision-intel/pull/307,"refactor: simplify founder chat — security, efficiency, and quality f…",2026-03-28T14:07:33Z,2026-03-28T14:07:42Z,1,False,TypeScript
https://github.com/ProxyAyush/KGMU_AI_Chatbot/pull/12,Fix user chat bubble: right-align and white text on blue background,2026-03-26T19:36:52Z,2026-03-26T19:37:00Z,1,False,JavaScript
https://github.com/cabgcu/vendoradmin/pull/73,Fix OpenRouter 404 by removing expired fallback key and updating model,2026-03-27T06:36:18Z,2026-03-27T06:36:25Z,0,False,HTML
https://github.com/Lgarilhe/remix-of-event-template/pull/31,fix: action ID mismatches + missing actions in credit catalog,2026-03-29T21:47:43Z,2026-03-29T21:49:22Z,0,False,TypeScript
https://github.com/largekite/kchime/pull/62,Unify KChime icon: speech bubble with sound waves across all surfaces,2026-03-27T19:37:00Z,2026-03-27T19:37:09Z,0,False,TypeScript
https://github.com/shuna/weavelet-canvas/pull/311,Add comprehensive navigation history tracking for all node movements,2026-03-29T02:47:02Z,2026-03-29T02:47:06Z,0,True,TypeScript
https://github.com/anthonymishriki1-ops/mcc-master/pull/18,Fix mobile chat scroll with dvh units + touch scroll,2026-03-24T20:51:40Z,2026-03-24T20:51:50Z,0,False,HTML
https://github.com/yoyo-gitroi/Marketing360/pull/21,Enable web search in chat send and research routes,2026-03-26T06:04:36Z,2026-03-26T06:04:44Z,0,False,TypeScript
https://github.com/micro/mu/pull/473,"Workspace: tabs, save as app, better layout",2026-03-29T13:20:36Z,2026-03-29T13:20:48Z,87,False,Go
https://github.com/pawlict/AISTATEweb/pull/587,Add analyst panels to Chat LLM and Analysis LLM pages,2026-03-28T22:33:40Z,2026-03-28T22:33:47Z,0,False,Python
https://github.com/mirexes/TimewiseV2/pull/67,Исправлено: сообщения отмечаются прочитанными при открытии чата,2026-03-29T06:26:02Z,2026-03-29T06:26:08Z,0,False,C#
https://github.com/Vladosik02/TelegramFlaka/pull/2,fix: add set_my_commands + set_chat_menu_button to post_init,2026-03-29T13:16:45Z,2026-03-29T18:40:48Z,0,False,Python
https://github.com/nicolapicasso/sinapsisdata/pull/71,feat(chat): add data source integration and file attachments to repor…,2026-03-27T06:54:06Z,2026-03-27T06:58:26Z,0,False,TypeScript
https://github.com/419vive/kunjia-autos-ai-chatbot/pull/25,fix(ui): 真人聊按鈕改為「想和真人聊這台車」,2026-03-25T17:49:02Z,2026-03-25T17:49:25Z,0,False,Python
https://github.com/PJ-stellar/STELLARUPGRADES/pull/21,Add AI chat widget with Claude integration for customer support,2026-03-30T03:52:37Z,2026-03-30T03:52:45Z,0,False,HTML
https://github.com/alonbenitzhak-alt/MANAIO/pull/62,feat: internal chat system for contact inquiries + buyer messages tab,2026-03-29T20:57:18Z,2026-03-29T20:57:25Z,0,False,TypeScript
https://github.com/andrrrrey/Tenot/pull/66,"fix: mobile layout improvements for favorites, listing, and chats pages",2026-03-25T19:21:27Z,2026-03-25T19:21:36Z,0,True,TypeScript
https://github.com/riverwest-mike/riverwest-toolbox/pull/301,"Fix memory save error feedback, add property name to chat tabs, rende…",2026-03-24T18:56:36Z,2026-03-24T18:56:43Z,0,False,TypeScript
https://github.com/derank-eu/cs2-observability/pull/1,feat: scaffold solution structure with full Core event model,2026-03-29T17:35:44Z,2026-03-29T18:54:14Z,0,False,C#
https://github.com/Goifal/mindhome/pull/655,Fix Chat Card: use HA Ingress path instead of proxy for addon communi…,2026-03-28T17:36:45Z,2026-03-28T17:36:52Z,0,False,Python
https://github.com/abnasim/TekAutomate/pull/29,Consolidate 5 prompts to 3 — unified browser-direct prompt,2026-03-29T08:32:41Z,2026-03-29T08:32:48Z,0,False,TypeScript
https://github.com/riverwest-mike/riverwest-toolbox/pull/387,"Add focus mode, immediate save, duplicate check, truncation warning",2026-03-29T15:30:01Z,2026-03-29T15:30:07Z,0,False,TypeScript
https://github.com/annie0tang/masterprompted/pull/25,Match Few Shot page chat body to Prompt Construction layout,2026-03-30T11:49:27Z,2026-03-30T11:50:00Z,0,False,TypeScript
https://github.com/theaiexitstrategy-ab/iSlayStudios/pull/9,"Remove Vapi popup, add Claude-powered chat widget, add promo intercep…",2026-03-28T22:21:49Z,2026-03-28T22:21:55Z,0,False,HTML
https://github.com/andrrrrey/Tenot/pull/74,"fix(mobile): use proven patterns — fresh-grid for fav, DOM manipulati…",2026-03-26T20:43:47Z,2026-03-26T20:45:35Z,0,True,TypeScript
https://github.com/benjaminchait/bubbles/pull/1,Implement Phase 1: data access for iMessage and Mail.app,2026-03-27T06:17:31Z,2026-03-27T06:17:40Z,0,False,Python
https://github.com/dncdante911/messenger_v2/pull/406,Fix business inbox: owner now sees incoming client chats in Business tab,2026-03-28T14:45:23Z,2026-03-28T14:45:29Z,0,False,Kotlin
https://github.com/davidecampman/Cadence/pull/32,Add separate chats with sidebar chat list,2026-03-24T03:28:33Z,2026-03-24T03:31:02Z,0,False,Python
https://github.com/boolafish/TravelMemory/pull/1,doc: add UI/UX design document,2026-03-29T09:04:18Z,2026-03-29T09:05:08Z,0,False,TypeScript
https://github.com/jpgraviss/gm/pull/26,"Launch readiness: AI features, real metrics, Drive operations",2026-03-28T14:28:29Z,2026-03-28T14:32:06Z,0,False,TypeScript
https://github.com/vlandeiro/vibes/pull/3,fix: use max_completion_tokens for OpenAI API,2026-03-29T23:11:50Z,2026-03-29T23:12:40Z,0,False,HTML
https://github.com/RequityGit/requity/pull/972,Update Retell AI widget public key,2026-03-27T20:05:38Z,2026-03-27T20:05:43Z,0,False,TypeScript
